Date,KTTA_Close,KTTA_Volume,Title,Summary,Sentiment,Date Published
2024-08-09 04:00:00,4.849999904632568,10000,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-08 04:00:00,4.849999904632568,107000,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-07 04:00:00,4.75,69100,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-06 04:00:00,5.039999961853027,61400,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-05 04:00:00,6.25,107000,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-02 04:00:00,5.0,15100,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-01 04:00:00,5.010000228881836,20600,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-31 04:00:00,5.25,10700,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-30 04:00:00,5.130000114440918,3700,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-29 04:00:00,5.199999809265137,2100,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-26 04:00:00,5.050000190734863,2800,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-25 04:00:00,4.659999847412109,9900,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-24 04:00:00,5.190000057220459,3300,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-23 04:00:00,5.789999961853027,2300,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-22 04:00:00,5.800000190734863,4600,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-19 04:00:00,5.849999904632568,3800,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-18 04:00:00,5.989999771118164,1200,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-17 04:00:00,6.019999980926514,1300,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-16 04:00:00,5.925000190734863,4200,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-15 04:00:00,6.059999942779541,20200,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-12 04:00:00,5.599999904632568,3400,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-11 04:00:00,5.25,10100,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-10 04:00:00,5.21999979019165,3200,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-09 04:00:00,5.568999767303467,3100,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-08 04:00:00,5.150000095367432,3700,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-05 04:00:00,5.074999809265137,2600,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-03 04:00:00,5.179999828338623,900,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-02 04:00:00,5.15500020980835,2500,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-01 04:00:00,5.25,800,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-06-28 04:00:00,5.060999870300293,700,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-06-27 04:00:00,5.260000228881836,1000,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-06-26 04:00:00,5.264999866485596,1200,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-06-25 04:00:00,5.300000190734863,4800,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-06-24 04:00:00,4.96999979019165,2600,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-06-21 04:00:00,4.739999771118164,1600,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-06-20 04:00:00,4.901999950408936,5700,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-06-18 04:00:00,5.139999866485596,2200,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
